city_name,population,country_code,timezone,latitude,longitude
Dhaulpur,102462,IN,Asia/Kolkata,26.69286,77.87968
Dhūlia,366980,IN,Asia/Kolkata,20.9013,74.77737
Diadema,390633,BR,America/Sao_Paulo,-23.68611,-46.62278
Dibrugarh,145488,IN,Asia/Kolkata,27.47989,94.90837
Didao,109561,CN,Asia/Shanghai,45.34725,130.83693
Diepsloot,350000,ZA,Africa/Johannesburg,-25.93312,28.01213
Diez de Octubre,227293,CU,America/Havana,23.0881,-82.3597
Digos,116122,PH,Asia/Manila,6.74972,125.35722
Dihok,340900,IQ,Asia/Baghdad,36.86709,42.98845
Dijon,158002,FR,Europe/Paris,47.31667,5.01667
Dikirnis,101082,EG,Africa/Cairo,31.08898,31.59478
Dili,150000,TL,Asia/Dili,-8.55861,125.57361
Dimitrovgrad,132226,RU,Europe/Ulyanovsk,54.21386,49.61838
Dimāpur,135860,IN,Asia/Kolkata,25.91174,93.7217
Dinajpur,206234,BD,Asia/Dhaka,25.62745,88.63779
Dinapore,152940,IN,Asia/Kolkata,25.63705,85.04794
Dinapur Nizamat,182429,IN,Asia/Kolkata,25.63847,85.05118
Dindigul,292512,IN,Asia/Kolkata,10.36896,77.98036
Dingxi,420614,CN,Asia/Shanghai,35.57088,104.62303
Dingzhou,152934,CN,Asia/Shanghai,38.51473,114.9868
Diourbel,133705,SN,Africa/Dakar,14.64792,-16.24363
Dire Dawa,343000,ET,Africa/Addis_Ababa,9.59306,41.86611
Disūq,149291,EG,Africa/Cairo,31.13259,30.64784
Divinópolis,193832,BR,America/Sao_Paulo,-20.14355,-44.89065
Divo,136627,CI,Africa/Abidjan,5.83739,-5.35723
Diyarbakır,1791373,TR,Europe/Istanbul,37.91363,40.21721
Djelfa,265833,DZ,Africa/Algiers,34.67279,3.263
Djibouti,626512,DJ,Africa/Djibouti,11.58901,43.14503
Dnipro,968502,UA,Europe/Kyiv,48.46664,35.04066
Dodoma,765179,TZ,Africa/Dar_es_Salaam,-6.17221,35.73947
Doha,344939,QA,Asia/Qatar,25.28545,51.53096
Dohad,118846,IN,Asia/Kolkata,22.83283,74.25986
Dolisie,121000,CG,Africa/Brazzaville,-4.19834,12.66664
Dombivli,1193000,IN,Asia/Kolkata,19.21667,73.08333
Don Mueang City,168973,TH,Asia/Bangkok,13.91361,100.58972
Donaustadt,187007,AT,Europe/Vienna,48.2333,16.46002
Doncaster,113566,GB,Europe/London,53.52285,-1.13116
Donetsk,901645,UA,Europe/Kyiv,48.023,37.80224
Dongguan,9644871,CN,Asia/Shanghai,23.01797,113.74866
Donghae City,101128,KR,Asia/Seoul,37.54389,129.10694
Donghai,264709,CN,Asia/Shanghai,22.94593,115.64204
Dongling,171454,CN,Asia/Shanghai,41.81444,123.57583
Dongtai,110988,CN,Asia/Shanghai,32.85231,120.30947
Dongyang,130387,CN,Asia/Shanghai,29.26778,120.22528
Dongying,998968,CN,Asia/Shanghai,37.46271,118.49165
Donostia / San Sebastián,185357,ES,Europe/Madrid,43.31283,-1.97499
Dordrecht,119260,NL,Europe/Amsterdam,51.81,4.67361
Dortmund,588462,DE,Europe/Berlin,51.51494,7.466
Dos Hermanas,122943,ES,Europe/Madrid,37.28287,-5.92088
Dosquebradas,206693,CO,America/Bogota,4.83916,-75.66727
Douala,1338082,CM,Africa/Douala,4.04827,9.70428
Douliu,104723,TW,Asia/Taipei,23.70944,120.54333
Dourados,162202,BR,America/Campo_Grande,-22.22111,-54.80556
Downey,114219,US,America/Los_Angeles,33.94001,-118.13257
Drammen,103007,NO,Europe/Oslo,59.74389,10.20449
Dresden,556227,DE,Europe/Berlin,51.05089,13.73832
Drobeta-Turnu Severin,102346,RO,Europe/Bucharest,44.62693,22.65288
Dubai,3478300,AE,Asia/Dubai,25.07725,55.30927
Dubai Investments Park,160000,AE,Asia/Dubai,25.00827,55.15682
Dubai Marina,120000,AE,Asia/Dubai,25.08525,55.14646
Dublin,1024027,IE,Europe/Dublin,53.33306,-6.24889
Dubréka,182296,GN,Africa/Conakry,9.79111,-13.52333
Dudley,199059,GB,Europe/London,52.5,-2.08333
Duekoué,117023,CI,Africa/Abidjan,6.74202,-7.34918
Duisburg,504358,DE,Europe/Berlin,51.43247,6.76516
Dumaguete,113541,PH,Asia/Manila,9.30646,123.30769
Dumai,331832,ID,Asia/Jakarta,1.66711,101.44316
Dundee,148210,GB,Europe/London,56.46913,-2.97489
Dundo,177604,AO,Africa/Luanda,-7.36643,20.81557
Dunedin,133300,NZ,Pacific/Auckland,-45.87416,170.50361
Dunhua,148844,CN,Asia/Shanghai,43.36954,128.22861
Dunhuang,186027,CN,Asia/Shanghai,40.16667,94.68333
Duque de Caxias,818329,BR,America/Sao_Paulo,-22.78556,-43.31167
Durban,3338026,ZA,Africa/Johannesburg,-29.8579,31.0292
Durg,268806,IN,Asia/Kolkata,21.19147,81.27619
Durgapur,518872,IN,Asia/Kolkata,23.51583,87.30801
Durham,257636,US,America/New_York,35.99403,-78.89862
Durrës,122034,AL,Europe/Tirane,41.32355,19.45469
Dushanbe,679400,TJ,Asia/Dushanbe,38.53575,68.77905
Duyun,198516,CN,Asia/Shanghai,26.26667,107.51667
Dzerzhinsk,233126,RU,Europe/Moscow,56.24422,43.45543
Düsseldorf,620523,DE,Europe/Berlin,51.22172,6.77616
Düzce,194097,TR,Europe/Istanbul,40.83889,31.16389
Dārjiling,123797,IN,Asia/Kolkata,27.03333,88.26667
Dąbrowa Górnicza,118285,PL,Europe/Warsaw,50.33394,19.20479
Dĩ An,474681,VN,Asia/Ho_Chi_Minh,10.90682,106.7694
Dīla,158800,ET,Africa/Addis_Ababa,6.41667,38.31667
Dūmā,111864,SY,Asia/Damascus,33.57175,36.4027
E'zhou,668727,CN,Asia/Shanghai,30.39607,114.88655
East Chattanooga,154024,US,America/New_York,35.06535,-85.24912
East Flatbush,178464,US,America/New_York,40.65371,-73.93042
East Hampton,147993,US,America/New_York,37.03737,-76.33161
East Harlem,115921,US,America/New_York,40.79472,-73.9425
East Helsinki,170557,FI,Europe/Helsinki,60.21043,25.08289
East Independence,110675,US,America/Chicago,39.09556,-94.35523
East Jerusalem,428304,PS,Asia/Hebron,31.78336,35.23388
East London,478676,ZA,Africa/Johannesburg,-33.01529,27.91162
East Los Angeles,126496,US,America/Los_Angeles,34.0239,-118.17202
East New York,173198,US,America/New_York,40.66677,-73.88236
Eastbourne,118219,GB,Europe/London,50.76871,0.28453
Ebetsu,133953,JP,Asia/Tokyo,43.10806,141.55056
Ebina,136516,JP,Asia/Tokyo,35.38121,139.39651
Ebute Ikorodu,535619,NG,Africa/Lagos,6.60086,3.48818
Ecatepec de Morelos,1645352,MX,America/Mexico_City,19.60492,-99.06064
Ed Damer,103941,SD,Africa/Khartoum,17.59898,33.97205
Edinburgh,506520,GB,Europe/London,55.95206,-3.19648
Edirne,180002,TR,Europe/Istanbul,41.67719,26.55597
Edison,102548,US,America/New_York,40.51872,-74.4121
Edmonton,1010899,CA,America/Edmonton,53.55014,-113.46871
Edéa,103861,CM,Africa/Douala,3.8,10.13333
Efon-Alaaye,279319,NG,Africa/Lagos,7.65649,4.92235
Eimsbüttel,269118,DE,Europe/Berlin,53.57416,9.95679
Eindhoven,209620,NL,Europe/Amsterdam,51.44083,5.47778
Eixample,266477,ES,Europe/Madrid,41.38896,2.16179
Ejido,120978,VE,America/Caracas,8.54665,-71.24087
Ejigbo,138357,NG,Africa/Lagos,7.90303,4.31364
Ekibastuz,121470,KZ,Asia/Almaty,51.72371,75.32287
El Achir,158333,DZ,Africa/Algiers,36.06386,4.62744
El Cajon,103679,US,America/Los_Angeles,32.79477,-116.96253
El Daein,264734,SD,Africa/Khartoum,11.46186,26.12583
El Eulma,145380,DZ,Africa/Algiers,36.15281,5.69016
El Fasher,252609,SD,Africa/Khartoum,13.62793,25.34936
El Geneina Fort,134264,SD,Africa/Khartoum,13.47481,22.45744
El Jadida,212863,MA,Africa/Casablanca,33.25682,-8.50882
El Kelaa des Srarhna,103982,MA,Africa/Casablanca,32.05121,-7.41079
El Limón,148247,VE,America/Caracas,10.30589,-67.63212
El Monte,116732,US,America/Los_Angeles,34.06862,-118.02757
El Mourouj,104538,TN,Africa/Tunis,36.71364,10.2096
El Obeid,393311,SD,Africa/Khartoum,13.18421,30.21669
El Oued,186525,DZ,Africa/Algiers,33.35608,6.86319
El Paso,681124,US,America/Denver,31.75872,-106.48693
El Progreso,100810,HN,America/Tegucigalpa,15.4,-87.8
El Tigre,222450,VE,America/Caracas,8.88902,-64.2527
El Vigía,162289,VE,America/Caracas,8.6135,-71.65702
Elazığ,443363,TR,Europe/Istanbul,38.67431,39.22321
Elbasan,100903,AL,Europe/Tirane,41.1125,20.08222
Elbląg,127558,PL,Europe/Warsaw,54.1522,19.40884
Elche,230112,ES,Europe/Madrid,38.26218,-0.70107
Eldoret,475716,KE,Africa/Nairobi,0.52036,35.26993
Elektrostal',144387,RU,Europe/Moscow,55.78647,38.45713
Elgin,112111,US,America/Chicago,42.03725,-88.28119
Elista,106971,RU,Europe/Moscow,46.30778,44.25583
Elizabeth,129007,US,America/New_York,40.66399,-74.2107
Elk Grove,166913,US,America/Los_Angeles,38.4088,-121.37162
Elmhurst,113364,US,America/New_York,40.73649,-73.87791
Eloy Alfaro,315724,EC,America/Guayaquil,-2.16919,-79.83987
Eluru,218020,IN,Asia/Kolkata,16.71311,81.10437
Emalahleni,373403,ZA,Africa/Johannesburg,-25.87133,29.23323
Embu das Artes,221733,BR,America/Sao_Paulo,-23.64889,-46.85222
Encheng,110921,CN,Asia/Shanghai,22.18659,112.30424
Enfield Town,156858,GB,Europe/London,51.65147,-0.08497
Engels,196011,RU,Europe/Saratov,51.48389,46.10528
English Bazar,170039,IN,Asia/Kolkata,25.00447,88.14573
Enschede,153655,NL,Europe/Amsterdam,52.21833,6.89583
Ensenada,279765,MX,America/Tijuana,31.87149,-116.60071
Enshi,279185,CN,Asia/Shanghai,30.3,109.48333
Entebbe,102600,UG,Africa/Kampala,0.05621,32.47949
Enterprise,108481,US,America/Los_Angeles,36.02525,-115.24194
Enugu,950000,NG,Africa/Lagos,6.44132,7.49883
Envigado,163007,CO,America/Bogota,6.17591,-75.59174
Epworth,206368,ZW,Africa/Harare,-17.89,31.1475
Erbil,1612700,IQ,Asia/Baghdad,36.19117,44.00943
Erebuni,126700,AM,Asia/Yerevan,40.13309,44.53009
Erfurt,213692,DE,Europe/Berlin,50.9787,11.03283
Erlangen,102675,DE,Europe/Berlin,49.59099,11.00783
Ermelino Matarazzo,112333,BR,America/Sao_Paulo,-23.49472,-46.47389
Ermelo,100324,ZA,Africa/Johannesburg,-26.53333,29.98333
Erode,521891,IN,Asia/Kolkata,11.3428,77.72741
Errachidia,100870,MA,Africa/Casablanca,31.9314,-4.42663
Erzincan,150714,TR,Europe/Istanbul,39.73919,39.49015
Erzurum,767848,TR,Europe/Istanbul,39.90861,41.27694
Escondido,151038,US,America/Los_Angeles,33.11921,-117.08642
Escuintla,156313,GT,America/Guatemala,14.3009,-90.78581
Esenler,520235,TR,Europe/Istanbul,41.0435,28.87619
Esenyurt,211330,TR,Europe/Istanbul,41.02697,28.67732
Eskişehir,898369,TR,Europe/Istanbul,39.77667,30.52056
Eslamshahr,450000,IR,Asia/Tehran,35.55222,51.23504
Esmeraldas,103206,BR,America/Sao_Paulo,-19.7625,-44.31389
Esmeraldas,218727,EC,America/Guayaquil,0.9592,-79.65397
Espoo,256760,FI,Europe/Helsinki,60.2052,24.6522
Essen,593085,DE,Europe/Berlin,51.45657,7.01228
Esuk Oron,112033,NG,Africa/Lagos,4.80293,8.25341
Etobicoke,365000,CA,America/Toronto,43.64415,-79.56985
Etwatwa,151866,ZA,Africa/Johannesburg,-26.12516,28.45472
Etāwah,257448,IN,Asia/Kolkata,26.77615,79.02133
Eugene,163460,US,America/Los_Angeles,44.05207,-123.08675
Eunápolis,114275,BR,America/Bahia,-16.3775,-39.58028
Evansville,119943,US,America/Chicago,37.97476,-87.55585
Evaton,725468,ZA,Africa/Johannesburg,-26.53333,27.85
Everett,108010,US,America/Los_Angeles,47.97898,-122.20208
Exeter,130709,GB,Europe/London,50.7236,-3.52751
Ezhou,193652,CN,Asia/Shanghai,30.4,114.83333
Facatativá,141762,CO,America/Bogota,4.81367,-74.35453
Fairfield,112970,US,America/Los_Angeles,38.24936,-122.03997
Faisalabad,2506595,PK,Asia/Karachi,31.41554,73.08969
Fangchenggang,276315,CN,Asia/Shanghai,21.76945,108.35661
Fanling,263200,HK,Asia/Hong_Kong,22.49487,114.13949
Fargo,118523,US,America/Chicago,46.87719,-96.7898
Faridabad,1414050,IN,Asia/Kolkata,28.41124,77.31316
Farrukhābād,241152,IN,Asia/Kolkata,27.39134,79.5793
Farīdpur,112187,BD,Asia/Dhaka,23.60612,89.84064
Fatehpur,166480,IN,Asia/Kolkata,25.92774,80.81266
Favoriten,201882,AT,Europe/Vienna,48.16116,16.38233
Fayetteville,201963,US,America/New_York,35.05266,-78.87836
Feira de Santana,619609,BR,America/Bahia,-12.26667,-38.96667
Fendou,226298,CN,Asia/Shanghai,46.64142,124.86283
Fengcheng,161850,CN,Asia/Shanghai,34.70388,116.58717
Fengcheng,120514,CN,Asia/Shanghai,40.45361,124.07167
Fengcheng,175576,CN,Asia/Shanghai,29.82587,107.06019
Fenghuang,370000,CN,Asia/Shanghai,27.93557,109.59961
Fergana,299200,UZ,Asia/Tashkent,40.38421,71.78432
Fernando de la Mora,120167,PY,America/Asuncion,-25.3386,-57.52167
Ferozepore,102130,IN,Asia/Kolkata,30.92574,74.61311
Ferrara,132009,IT,Europe/Rome,44.83804,11.62057
Ferraz de Vasconcelos,167900,BR,America/Sao_Paulo,-23.54083,-46.36861
Fes,1191905,MA,Africa/Casablanca,34.03313,-5.00028
Fianarantsoa,203105,MG,Indian/Antananarivo,-21.45267,47.08569
Florence,367150,IT,Europe/Rome,43.77925,11.24626
Florencia,168346,CO,America/Bogota,1.61438,-75.60623
Florianópolis,508826,BR,America/Sao_Paulo,-27.59667,-48.54917
Floridablanca,267591,CO,America/Bogota,7.06222,-73.08644
Floridsdorf,162779,AT,Europe/Vienna,48.25,16.4
Foggia,137032,IT,Europe/Rome,41.45845,15.55188
Fontana,212704,US,America/Los_Angeles,34.09223,-117.43505
Fontanar,178601,CU,America/Havana,23.02389,-82.408
Forlì,116696,IT,Europe/Rome,44.22177,12.04144
Formosa,222226,AR,America/Argentina/Cordoba,-26.18489,-58.17313
Fort Collins,161175,US,America/Denver,40.58526,-105.08442
Fort Lauderdale,178590,US,America/New_York,26.12231,-80.14338
Fort Wayne,260326,US,America/Indiana/Indianapolis,41.1306,-85.12886
Fort Worth,918915,US,America/Chicago,32.72541,-97.32085
Fortaleza,2400000,BR,America/Fortaleza,-3.71722,-38.54306
Foshan,9042509,CN,Asia/Shanghai,23.02677,113.13148
Foumban,130287,CM,Africa/Douala,5.72662,10.89865
Foz do Iguaçu,258248,BR,America/Sao_Paulo,-25.54778,-54.58806
Franca,358539,BR,America/Sao_Paulo,-20.53861,-47.40083
Franceville,132895,GA,Africa/Libreville,-1.63333,13.58357
Francisco Morato,171790,BR,America/Sao_Paulo,-23.28167,-46.74528
Francistown,103417,BW,Africa/Gaborone,-21.17,27.50778
Franco da Rocha,108858,BR,America/Sao_Paulo,-23.32167,-46.72694
Frankfurt am Main,650000,DE,Europe/Berlin,50.11552,8.68417
Freetown,802639,SL,Africa/Freetown,8.48714,-13.2356
Freguesia do Ó,137240,BR,America/Sao_Paulo,-23.49877,-46.69983
Freiburg,215966,DE,Europe/Berlin,47.9959,7.85222
Fremont,232206,US,America/Los_Angeles,37.54827,-121.98857
Fresnillo,120944,MX,America/Mexico_City,23.18126,-102.87136
Fresno,520052,US,America/Los_Angeles,36.74773,-119.77237
Friedrichshain,117829,DE,Europe/Berlin,52.51559,13.45482
Frisco,154407,US,America/Chicago,33.15067,-96.82361
Fu'an,154439,CN,Asia/Shanghai,27.09131,119.64446
Fuchū,262790,JP,Asia/Tokyo,35.67452,139.48216
Fuding,192352,CN,Asia/Shanghai,27.32734,120.21399
Fuencarral,238765,ES,Europe/Madrid,40.5,-3.68333
Fuencarral-El Pardo,220085,ES,Europe/Madrid,40.4984,-3.7314
Fuenlabrada,197836,ES,Europe/Madrid,40.28419,-3.79415
Fuji,131927,CN,Asia/Shanghai,29.14819,105.37391
Fuji,245392,JP,Asia/Tokyo,35.16667,138.68333
Fujieda,145032,JP,Asia/Tokyo,34.86667,138.26667
Fujimino,113597,JP,Asia/Tokyo,35.90196,139.52489
Fujinomiya,132507,JP,Asia/Tokyo,35.21667,138.61667
Fujisawa,439728,JP,Asia/Tokyo,35.34926,139.47666
Fukayachō,141268,JP,Asia/Tokyo,36.2,139.28333
Fukui-shi,262328,JP,Asia/Tokyo,36.06443,136.22257
Fukuoka,1612392,JP,Asia/Tokyo,33.6,130.41667
Fukushima,294237,JP,Asia/Tokyo,37.75,140.46667
Fukuyama,468812,JP,Asia/Tokyo,34.48333,133.36667
Fuling,268658,CN,Asia/Shanghai,29.70997,107.39391
Fullerton,140847,US,America/Los_Angeles,33.87029,-117.92534
Funchal,100847,PT,Atlantic/Madeira,32.66568,-16.92547
Funtua,136811,NG,Africa/Lagos,11.52351,7.31174
Fushun,1400646,CN,Asia/Shanghai,41.88669,123.94363
Fuxin,689050,CN,Asia/Shanghai,42.01556,121.65889
Fuyang,1768947,CN,Asia/Shanghai,32.9,115.81667
Fuyu,138704,CN,Asia/Shanghai,45.18333,124.81667
Fuzhou,1089888,CN,Asia/Shanghai,27.95999,116.33333
Fuzhou,3740000,CN,Asia/Shanghai,26.06139,119.30611
Fyzābād,153047,IN,Asia/Kolkata,26.77549,82.15018
Fès al Bali,156000,MA,Africa/Casablanca,34.0701,-4.95473
Fürth,112025,DE,Europe/Berlin,49.47593,10.98856
Fāqūs,116945,EG,Africa/Cairo,30.72816,31.79697
Fīrozābād,306409,IN,Asia/Kolkata,27.15092,78.39781
Gabela,116903,AO,Africa/Luanda,-10.85147,14.37993
Gaborone,246325,BW,Africa/Gaborone,-24.65451,25.90859
Gabès,110075,TN,Africa/Tunis,33.88146,10.0982
Gadag,162569,IN,Asia/Kolkata,15.42977,75.62971
Gadag-Betageri,172813,IN,Asia/Kolkata,15.4167,75.6167
Gagnoa,277044,CI,Africa/Abidjan,6.13193,-5.9506
Gainesville,141085,US,America/New_York,29.65163,-82.32483
Gajuwaka,258944,IN,Asia/Kolkata,17.7,83.21667
Galaţi,294087,RO,Europe/Bucharest,45.43687,28.05028
Gandajika,208051,CD,Africa/Lubumbashi,-6.74504,23.95328
Gandhinagar,292797,IN,Asia/Kolkata,23.21667,72.68333
Gangneung,180611,KR,Asia/Seoul,37.75266,128.87239
Gangu Chengguanzhen,103589,CN,Asia/Shanghai,34.73564,105.32632
Gangānagar,231838,IN,Asia/Kolkata,29.92009,73.87496
Gangāpur,120115,IN,Asia/Kolkata,26.47249,76.71744
Gangāwati,106250,IN,Asia/Kolkata,15.4313,76.52933
Ganja,335600,AZ,Asia/Baku,40.68278,46.36056
Ganzhou,1977253,CN,Asia/Shanghai,25.84664,114.9326
Gao,133110,ML,Africa/Bamako,16.27167,-0.04472
Gaomi,391986,CN,Asia/Shanghai,36.38333,119.75278
Gaoping,204368,CN,Asia/Shanghai,30.77576,106.10294
Gaozhou,292164,CN,Asia/Shanghai,21.91965,110.85678
Garanhuns,110085,BR,America/Recife,-8.88202,-36.50216
Garden Grove,175393,US,America/Los_Angeles,33.77391,-117.94145
Gardez,103601,AF,Asia/Kabul,33.59744,69.22592
Garissa,163399,KE,Africa/Nairobi,-0.45275,39.64601
Garland,236897,US,America/Chicago,32.91262,-96.63888
Gashua,125817,NG,Africa/Lagos,12.87398,11.04057
Gasteiz / Vitoria,249176,ES,Europe/Madrid,42.84998,-2.67268
Gatineau,242124,CA,America/Toronto,45.47723,-75.70164
Gaya,474093,IN,Asia/Kolkata,24.79686,85.00385
Gaza,410000,PS,Asia/Gaza,31.50161,34.46672
Gaziantep,1808948,TR,Europe/Istanbul,37.05944,37.3825
Gazipur,2674697,BD,Asia/Dhaka,23.99844,90.42234
Gboko,365000,NG,Africa/Lagos,7.32275,9.00108
Gbongan,139485,NG,Africa/Lagos,7.47734,4.35351
Gdańsk,461865,PL,Europe/Warsaw,54.35227,18.64912
Gdynia,244969,PL,Europe/Warsaw,54.51889,18.53188
Gebze,281436,TR,Europe/Istanbul,40.80276,29.43068
Geelong,268984,AU,Australia/Melbourne,-38.14711,144.36069
Geita,318006,TZ,Africa/Dar_es_Salaam,-2.8725,32.2325
Gejiu,136135,CN,Asia/Shanghai,23.36085,103.15372
Gelsenkirchen,270028,DE,Europe/Berlin,51.50508,7.09654
Gemena,197159,CD,Africa/Kinshasa,3.25651,19.77234
Geneina,162981,SD,Africa/Khartoum,13.45262,22.44725
General Santos,697315,PH,Asia/Manila,6.11278,125.17167
Genoa,580097,IT,Europe/Rome,44.40478,8.94439
Gent,265086,BE,Europe/Brussels,51.05,3.71667
Genève,183981,CH,Europe/Zurich,46.20222,6.14569
George,188580,ZA,Africa/Johannesburg,-33.963,22.46173
George Town,158336,MY,Asia/Kuala_Lumpur,5.41123,100.33543
Georgetown,235017,GY,America/Guyana,6.80448,-58.15527
Gera,104659,DE,Europe/Berlin,50.88029,12.08187
Gereida,120000,SD,Africa/Khartoum,11.27543,25.14026
Getafe,167164,ES,Europe/Madrid,40.30571,-3.73295
Geylang,110201,SG,Asia/Singapore,1.31953,103.88689
Ghardaïa,142913,DZ,Africa/Algiers,32.49094,3.67347
Ghazni,141000,AF,Asia/Kabul,33.55391,68.42096
Ghazīpur,103095,IN,Asia/Kolkata,25.58333,83.58526
Ghāziābād,1199191,IN,Asia/Kolkata,28.66535,77.43915
Gifu,402557,JP,Asia/Tokyo,35.42291,136.76039
Gijón,277554,ES,Europe/Madrid,43.53573,-5.66152
Gilbert,247542,US,America/Phoenix,33.35283,-111.78903
Gillingham,101187,GB,Europe/London,51.38914,0.54863
Gimcheon,150000,KR,Asia/Seoul,36.12176,128.11981
Gingoog,124648,PH,Asia/Manila,8.82778,125.09972
Ginowan,100125,JP,Asia/Tokyo,26.26265,127.76147
Girardot City,107324,CO,America/Bogota,4.30079,-74.80754
Giresun,125682,TR,Europe/Istanbul,40.91698,38.38741
Girga,151256,EG,Africa/Cairo,26.33721,31.89295
Girón,108466,CO,America/Bogota,7.0682,-73.16981
Gisenyi,172357,RW,Africa/Kigali,-1.70278,29.25639
Giza,4367343,EG,Africa/Cairo,30.00944,31.20861
Glasgow,626410,GB,Europe/London,55.86515,-4.25763
Glazov,100676,RU,Europe/Samara,58.14,52.65619
Glendale,240126,US,America/Phoenix,33.53865,-112.18599
Glendale,201020,US,America/Los_Angeles,34.14251,-118.25508
Gliwice,198835,PL,Europe/Warsaw,50.29761,18.67658
Gloucester,132416,GB,Europe/London,51.86568,-2.2431
Godhra,143644,IN,Asia/Kolkata,22.77547,73.61488
Godomè,253262,BJ,Africa/Porto-Novo,6.38948,2.34581
Goiânia,1536097,BR,America/Sao_Paulo,-16.67861,-49.25389
Gojra,139726,PK,Asia/Karachi,31.14926,72.68323
Gokalpur,121870,IN,Asia/Kolkata,28.7029,77.28961
Gol'yanovo,158000,RU,Europe/Moscow,55.82299,37.81306
Gold Coast,640778,AU,Australia/Brisbane,-28.00029,153.43088
Golestān,240000,IR,Asia/Tehran,35.5183,51.1819
Goma,432587,CD,Africa/Lubumbashi,-1.67409,29.22845
Gombe,560000,NG,Africa/Lagos,10.28969,11.16729
Gonbad-e Kāvūs,131416,IR,Asia/Tehran,37.25004,55.16721
Gondal,112197,IN,Asia/Kolkata,21.96074,70.80255
Gonder,466000,ET,Africa/Addis_Ababa,12.6,37.46667
Gondiā,124897,IN,Asia/Kolkata,21.46026,80.19205
Gondā City,133583,IN,Asia/Kolkata,27.13181,81.95332
Gongzhuling,140909,CN,Asia/Shanghai,43.50075,124.81979
Gorakhpur,1324570,IN,Asia/Kolkata,29.44768,75.67206
Gorakhpur,674246,IN,Asia/Kolkata,26.76628,83.36889
Gorgān,244937,IR,Asia/Tehran,36.8427,54.44391
Gorontalo,198539,ID,Asia/Makassar,0.5375,123.0625
Gorzów Wielkopolski,124430,PL,Europe/Warsaw,52.73679,15.22878
Gosāba,222764,IN,Asia/Kolkata,22.16547,88.8007
Governador Valadares,250878,BR,America/Sao_Paulo,-18.85111,-41.94944
Goyang-si,1073069,KR,Asia/Seoul,37.65639,126.835
Grajaú,384373,BR,America/Sao_Paulo,-23.76979,-46.67112
Granada,234325,ES,Europe/Madrid,37.18817,-3.60667
Grand Prairie,187809,US,America/Chicago,32.74596,-96.99778
Grand Rapids,195097,US,America/Detroit,42.96336,-85.66809
Gravataí,238778,BR,America/Sao_Paulo,-29.94218,-50.99278
Gravesend,112229,US,America/New_York,40.5976,-73.96514
Graz,303270,AT,Europe/Vienna,47.06667,15.45
Greater Noida,293908,IN,Asia/Kolkata,28.49615,77.53601
Greater Sudbury,157857,CA,America/Toronto,46.49,-80.99001
Greeley,100883,US,America/Denver,40.42331,-104.70913
Green Bay,105207,US,America/Chicago,44.51916,-88.01983
Greensboro,285342,US,America/New_York,36.07264,-79.79198
Grenoble,158552,FR,Europe/Paris,45.17869,5.71479
Gresham,110553,US,America/Los_Angeles,45.49818,-122.43148
Grogol,100613,ID,Asia/Jakarta,-7.60111,110.81861
Groningen,233218,NL,Europe/Amsterdam,53.21917,6.56667
Grozny,297137,RU,Europe/Moscow,43.31195,45.68895
Großzschocher,597493,DE,Europe/Berlin,51.30147,12.32322
Gràcia,121502,ES,Europe/Madrid,41.40237,2.15641
Guacara,198883,VE,America/Caracas,10.22609,-67.877
Guadalajara,1385629,MX,America/Mexico_City,20.66682,-103.39182
Guadalajara de Buga,114316,CO,America/Bogota,3.90089,-76.29783
Guadalupe,673616,MX,America/Monterrey,25.67678,-100.25646
Guadalupe,215000,MX,America/Mexico_City,22.74753,-102.51874
Guaianases,109316,BR,America/Sao_Paulo,-23.54333,-46.41083
Guanabacoa,112964,CU,America/Havana,23.12518,-82.30067
Guanare,112286,VE,America/Caracas,9.04183,-69.74206
Guang'an,858159,CN,Asia/Shanghai,30.47413,106.63696
Guangshui,154771,CN,Asia/Shanghai,31.6199,113.9978
Guangyuan,516424,CN,Asia/Shanghai,32.44201,105.823
Guangzhou,16096724,CN,Asia/Shanghai,23.11667,113.25
Guankou,1380000,CN,Asia/Shanghai,28.15861,113.62709
Guantánamo,272801,CU,America/Havana,20.14444,-75.20917
Guarapari,100925,BR,America/Sao_Paulo,-20.67182,-40.50196
Guarapuava,150850,BR,America/Sao_Paulo,-25.39048,-51.46541
Guaratinguetá,105880,BR,America/Sao_Paulo,-22.81639,-45.1925
Guarenas,248588,VE,America/Caracas,10.47027,-66.61934
Guarujá,322750,BR,America/Sao_Paulo,-23.99306,-46.25639
Guarulhos,1169577,BR,America/Sao_Paulo,-23.46278,-46.53333
Guatemala City,994938,GT,America/Guatemala,14.64072,-90.51327
Guatire,227666,VE,America/Caracas,10.474,-66.54241
Guayaquil,2723665,EC,America/Guayaquil,-2.19616,-79.88621
Guaíba,101024,BR,America/Sao_Paulo,-30.11389,-51.325
Gudivāda,118167,IN,Asia/Kolkata,16.43547,80.99555
Guelma,120004,DZ,Africa/Algiers,36.46214,7.42608
Guelmim,129200,MA,Africa/Casablanca,28.98696,-10.05738
Guelph,115760,CA,America/Toronto,43.54594,-80.25599
Guigang,1086327,CN,Asia/Shanghai,23.11603,109.59472
Guilin,1572300,CN,Asia/Shanghai,25.28022,110.29639
Guixi,188980,CN,Asia/Shanghai,30.33355,107.34545
Guiyang,3037159,CN,Asia/Shanghai,26.58333,106.71667
